,target
GSM2232065,0.0
GSM2232066,1.0
GSM2232068,1.0
GSM2232069,0.0
GSM2232071,0.0
GSM568233,0.0
GSM568241,1.0
GSM568242,0.0
GSM568254,1.0
GSM568258,0.0
GSM568260,1.0
GSM568139,1.0
GSM568141,1.0
GSM568143,0.0
GSM568145,0.0
GSM568148,0.0
GSM568150,0.0
GSM568152,0.0
GSM568155,0.0
GSM568157,0.0
GSM568160,0.0
GSM568162,1.0
GSM568164,0.0
GSM568166,0.0
GSM568168,0.0
GSM568171,0.0
GSM568173,0.0
GSM568179,1.0
GSM568182,1.0
GSM568185,1.0
GSM568192,1.0
GSM568195,0.0
GSM568198,1.0
GSM568204,1.0
GSM568207,1.0
GSM568213,0.0
GSM568217,0.0
GSM568220,0.0
GSM568223,0.0
GSM287288,0.0
GSM287289,1.0
GSM287290,1.0
GSM287291,0.0
GSM287292,1.0
GSM287293,0.0
GSM287294,1.0
GSM287295,0.0
GSM287384,0.0
GSM287395,1.0
GSM287406,1.0
GSM287417,1.0
GSM287428,0.0
GSM287439,0.0
GSM287450,0.0
GSM287461,1.0
GSM287462,0.0
GSM287463,1.0
GSM287464,0.0
GSM287465,1.0
GSM287466,1.0
GSM287467,1.0
GSM287468,0.0
GSM287469,0.0
GSM287470,0.0
GSM287471,0.0
GSM367974,0.0
GSM399717,0.0
GSM399718,1.0
GSM399719,0.0
GSM399761,1.0
GSM399762,0.0
GSM399763,1.0
GSM399765,0.0
GSM399766,1.0
GSM401059,0.0
GSM401064,0.0
GSM401069,0.0
GSM401074,0.0
GSM401079,0.0
GSM401084,0.0
GSM401089,0.0
GSM401094,0.0
GSM401099,0.0
GSM401104,0.0
GSM401109,1.0
GSM401114,1.0
GSM401119,1.0
GSM401124,1.0
GSM401129,1.0
GSM401134,1.0
GSM401139,1.0
GSM401144,1.0
GSM401149,1.0
GSM401154,1.0
GSM401158,1.0
GSM401163,1.0
GSM428052,1.0
GSM428053,1.0
GSM428054,1.0
GSM428055,1.0
GSM428056,1.0
GSM428057,1.0
GSM428058,1.0
GSM428059,0.0
GSM428060,0.0
GSM428061,0.0
GSM428062,0.0
GSM428063,0.0
GSM428064,0.0
GSM428065,0.0
GSM650637,0.0
GSM650638,0.0
GSM650639,0.0
GSM650640,0.0
GSM650641,0.0
GSM650642,0.0
GSM650643,0.0
GSM650644,0.0
GSM650645,0.0
GSM650646,0.0
GSM650647,0.0
GSM650648,0.0
GSM650649,0.0
GSM650651,0.0
GSM650652,0.0
GSM650653,0.0
GSM650654,0.0
GSM465925,1.0
GSM465926,1.0
GSM465927,1.0
GSM465928,0.0
GSM465929,1.0
GSM465930,0.0
GSM465931,0.0
GSM465932,1.0
GSM465933,1.0
GSM465934,0.0
GSM465935,1.0
GSM465936,1.0
GSM465937,1.0
GSM465938,1.0
GSM465939,1.0
GSM465940,1.0
GSM465941,1.0
GSM465942,1.0
GSM465943,1.0
GSM465944,1.0
GSM465945,1.0
GSM465946,1.0
GSM465947,0.0
GSM465948,1.0
GSM465949,1.0
GSM624034,1.0
GSM624035,0.0
GSM624036,0.0
GSM624037,0.0
GSM624038,1.0
GSM624039,1.0
GSM624040,1.0
GSM624041,1.0
GSM624042,0.0
GSM624043,1.0
GSM624044,0.0
GSM624045,0.0
GSM60588,0.0
GSM60591,0.0
GSM2252121,1.0
GSM2252122,1.0
GSM2252123,1.0
GSM2252124,1.0
GSM2252125,1.0
GSM2252126,1.0
GSM2252127,1.0
GSM2252128,1.0
GSM2252129,1.0
GSM2252130,1.0
GSM2252131,1.0
GSM2252132,1.0
GSM2252133,1.0
GSM2252134,1.0
GSM2252135,1.0
GSM2252136,1.0
GSM2252137,1.0
GSM2252138,1.0
GSM2252139,1.0
GSM2252140,1.0
GSM2252141,1.0
GSM2252142,1.0
GSM2252143,1.0
GSM2252144,1.0
GSM2252145,1.0
GSM2252146,1.0
GSM2252147,1.0
GSM2252148,1.0
GSM2252149,1.0
GSM2252150,1.0
GSM2612096,0.0
GSM2612097,1.0
GSM2612098,1.0
GSM2612099,1.0
GSM2612100,0.0
GSM2612101,1.0
GSM2612102,1.0
GSM2612103,1.0
GSM2612104,1.0
GSM2612105,1.0
GSM2612106,0.0
GSM2612107,0.0
GSM2612108,0.0
GSM2612109,0.0
GSM2612110,0.0
GSM2612111,1.0
GSM2612112,1.0
GSM2612113,1.0
GSM2612114,1.0
GSM2612115,1.0
GSM2612116,1.0
GSM2612117,1.0
GSM2612118,1.0
GSM2612119,1.0
GSM2612120,1.0
GSM2612121,1.0
GSM2612122,1.0
GSM2612123,1.0
GSM2612124,1.0
GSM2612125,1.0
GSM2612126,1.0
GSM2612127,0.0
GSM2612192,1.0
GSM2612197,1.0
GSM2612199,1.0
GSM2612203,0.0
GSM2612206,1.0
GSM2612216,0.0
GSM2612217,0.0
GSM2612218,0.0
GSM2612227,1.0
GSM2612230,1.0
GSM2612233,1.0
GSM2612234,1.0
GSM2612236,0.0
GSM2612237,1.0
GSM2612238,0.0
GSM2612239,0.0
GSM2612241,1.0
GSM2612245,1.0
GSM2612248,1.0
GSM2612250,0.0
GSM2612251,1.0
GSM2612252,1.0
GSM2612259,1.0
GSM2612268,1.0
GSM2612272,1.0
GSM2612275,1.0
GSM2612278,1.0
GSM2612279,1.0
GSM2612280,1.0
GSM2612284,1.0
GSM2612286,1.0
GSM2612287,1.0
GSM2630769,1.0
GSM2630853,0.0
GSM2630958,1.0
GSM2630961,0.0
GSM2630965,1.0
GSM2630971,1.0
GSM2630974,0.0
GSM2630980,1.0
GSM2630984,1.0
GSM2630990,1.0
GSM2630993,0.0
GSM2630999,1.0
GSM2631001,0.0
GSM2631005,1.0
GSM2631010,1.0
GSM2631011,0.0
GSM2631012,0.0
GSM2631015,1.0
GSM2631016,1.0
GSM2631017,1.0
GSM2631020,1.0
GSM2631022,0.0
GSM2631023,1.0
GSM2631024,1.0
GSM2631025,1.0
GSM2631026,1.0
GSM2631027,0.0
GSM2631028,1.0
GSM2631029,1.0
GSM2631031,1.0
GSM2631032,1.0
GSM2631033,1.0
GSM2631037,1.0
GSM2631038,1.0
GSM2631039,1.0
GSM2631040,1.0
GSM2631041,1.0
GSM2631042,1.0
GSM2631043,0.0
GSM2631044,1.0
GSM2631045,1.0
GSM2631046,1.0
GSM2631047,1.0
GSM2631049,1.0
GSM2631054,1.0
GSM2631055,0.0
GSM2631056,1.0
GSM2631057,1.0
GSM2631058,1.0
GSM2631059,1.0
GSM2631061,0.0
GSM2631064,1.0
GSM2631065,1.0
GSM2631068,1.0
GSM2631070,1.0
GSM2631072,1.0
GSM2631073,0.0
GSM2631074,0.0
GSM2631075,1.0
GSM2631076,0.0
GSM2631077,1.0
GSM2631079,0.0
GSM2631080,1.0
GSM2631081,1.0
GSM2631082,1.0
GSM2631083,0.0
GSM2631084,1.0
GSM2631085,1.0
GSM2631091,1.0
GSM2631100,0.0
GSM2631101,1.0
GSM2631102,1.0
GSM2631103,1.0
GSM2631105,0.0
GSM2631109,1.0
GSM2631110,1.0
GSM2631111,1.0
GSM2631112,1.0
GSM2631116,1.0
GSM2631118,0.0
GSM2631121,0.0
GSM2631122,0.0
GSM2631123,1.0
GSM2631125,1.0
GSM2631126,1.0
GSM2631130,1.0
GSM2631131,1.0
GSM2631132,1.0
GSM2631133,1.0
GSM2631135,0.0
GSM2631136,1.0
GSM2631137,1.0
GSM2631138,1.0
GSM2631140,1.0
GSM2631142,1.0
GSM2631143,1.0
GSM2631179,0.0
GSM2631180,1.0
GSM2631181,0.0
GSM2631185,1.0
GSM2631191,1.0
GSM2631194,0.0
GSM2631195,0.0
GSM2631196,0.0
GSM2631197,0.0
GSM2631198,0.0
GSM2631272,0.0
GSM2631273,0.0
GSM2631274,1.0
GSM2631275,0.0
GSM2631276,1.0
GSM2631277,1.0
GSM2631278,0.0
GSM2631279,1.0
GSM2631280,1.0
GSM2631281,0.0
GSM2631283,1.0
GSM2631284,1.0
GSM2631287,1.0
GSM2631289,1.0
GSM2631295,1.0
GSM2449608,1.0
GSM2449609,1.0
GSM2449610,1.0
GSM2449611,1.0
GSM2449612,1.0
GSM2449613,1.0
GSM2449614,1.0
GSM2449615,1.0
GSM2449616,1.0
GSM2449617,1.0
GSM2449618,1.0
GSM2449619,1.0
GSM2449620,1.0
GSM2449621,1.0
GSM2449622,1.0
GSM2449623,1.0
GSM2449624,1.0
GSM2449625,1.0
GSM2449626,1.0
GSM2449627,1.0
GSM2449628,1.0
GSM2449629,1.0
GSM2449630,1.0
GSM2449631,1.0
GSM2449632,1.0
GSM2449633,1.0
GSM2449634,1.0
GSM2449635,1.0
GSM2449636,1.0
GSM2449637,1.0
GSM2449668,0.0
GSM2449669,0.0
GSM2449670,0.0
GSM2449671,0.0
GSM2449672,0.0
GSM1130404,0.0
GSM1130408,0.0
GSM1130409,0.0
GSM1130415,0.0
GSM1130417,0.0
GSM1130421,0.0
GSM1130423,0.0
GSM1130425,0.0
GSM1130426,0.0
GSM1130428,0.0
GSM1130430,0.0
GSM1130432,0.0
GSM1130434,0.0
GSM1130436,0.0
GSM1130438,0.0
GSM1130439,0.0
GSM1130441,0.0
GSM1130442,0.0
GSM1130443,0.0
GSM1130444,0.0
GSM1130445,0.0
GSM1130476,0.0
GSM1130483,0.0
GSM1130487,0.0
GSM955680,0.0
GSM955681,1.0
GSM955682,1.0
GSM955683,1.0
GSM955684,1.0
GSM955685,1.0
GSM955686,1.0
GSM955687,1.0
GSM955688,1.0
GSM955689,1.0
GSM955690,1.0
GSM955691,1.0
GSM955692,0.0
GSM955693,1.0
GSM955694,0.0
GSM955695,1.0
GSM955696,1.0
GSM955697,1.0
GSM955698,0.0
GSM955699,0.0
GSM955700,1.0
GSM955701,1.0
GSM955702,1.0
GSM955703,1.0
GSM955704,1.0
GSM955705,0.0
GSM955706,1.0
GSM955707,1.0
GSM955708,1.0
GSM955709,1.0
GSM955710,0.0
GSM955711,1.0
GSM955712,1.0
GSM955713,0.0
GSM955714,0.0
GSM955715,1.0
GSM955716,1.0
GSM955717,1.0
GSM955718,1.0
GSM955719,1.0
GSM955720,0.0
GSM955721,0.0
GSM955722,1.0
GSM955723,1.0
GSM955724,1.0
GSM955725,0.0
GSM901358,0.0
GSM901359,1.0
GSM901360,1.0
GSM901361,1.0
GSM901362,0.0
GSM901363,1.0
GSM901364,0.0
GSM901365,1.0
GSM901366,0.0
GSM901367,1.0
GSM901368,0.0
GSM901369,0.0
GSM901370,1.0
GSM901371,0.0
GSM901372,1.0
GSM901373,1.0
GSM901374,0.0
GSM901375,0.0
GSM901376,0.0
GSM901378,0.0
GSM901379,0.0
GSM901380,1.0
GSM901381,1.0
GSM901382,0.0
GSM901383,1.0
GSM901384,0.0
GSM901385,0.0
GSM901386,0.0
GSM901387,1.0
GSM901388,1.0
GSM901389,0.0
GSM901390,0.0
GSM901392,1.0
GSM901393,0.0
GSM901394,0.0
GSM493769,1.0
GSM493770,1.0
GSM493771,0.0
GSM493772,1.0
GSM493773,0.0
GSM493774,1.0
GSM493775,1.0
GSM493776,0.0
GSM493777,1.0
GSM493778,0.0
GSM493779,1.0
GSM493780,0.0
GSM493781,0.0
GSM493782,0.0
GSM493783,0.0
GSM493784,1.0
GSM493785,1.0
GSM493786,1.0
GSM493787,0.0
GSM493788,1.0
GSM493789,1.0
GSM493790,0.0
GSM493791,1.0
GSM493792,1.0
GSM493793,1.0
GSM493794,0.0
GSM493795,1.0
GSM493796,1.0
GSM493797,0.0
GSM493798,0.0
GSM493799,1.0
GSM493800,0.0
GSM493801,1.0
GSM493802,1.0
GSM493803,1.0
GSM493804,1.0
GSM493805,0.0
GSM493806,0.0
GSM493807,0.0
GSM493808,1.0
GSM493809,1.0
GSM493810,1.0
GSM493811,0.0
GSM493812,0.0
GSM493813,0.0
GSM493814,0.0
GSM493815,0.0
GSM493816,1.0
GSM493817,0.0
GSM493818,1.0
GSM493819,0.0
GSM493820,1.0
GSM493821,0.0
GSM493822,1.0
GSM493823,1.0
GSM493824,1.0
GSM493825,0.0
GSM493826,0.0
GSM493827,0.0
GSM493828,1.0
GSM493829,1.0
GSM493830,0.0
GSM493831,0.0
